lr_path,caption
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20220519.png,a satellite image of a remote area of the earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20220601.png,a satellite sat on a sat - - - view
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20220606.png,a satellite image of shane's hamlet on a large hill with buildings in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221016.png,satellite image of a small village with a couple of homes and a couple of buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221024.png,a satellite image of a farm from a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221026.png,a satellite image of the northern hemisphere reveals the north-south east and north-west of london and the north of london
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221029.png,"a city, country side"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221123.png,a satellite image of a town in ghana
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221130.png,a satellite image of a town in the area of a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20221218.png,a satellite image of a small town in oklahoma
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20230122.png,satellite image of the town of kasabah in syria
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20230226.png,a satellite image of a township in the southwestern state of chile
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20230305.png,satellite image of a village in tibet
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20230310.png,"a satellite image of a city in the countryside with small rural houses, buildings and a few trees"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20230412.png,a satellite image of a large village
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20230417.png,a satellite image of a landmass or a map of an area showing an area with a town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231004.png,satellite view of a village in a southeastern country of syria
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231006.png,image in space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231011.png,"a view of a field with several houses, trees and the horizon line"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231019.png,an aerial image of a rural village in the canton of adrian
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231024.png,satellite photo of a village in a valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231026.png,a satellite image of a town with houses and fields in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231029.png,a satellite image of the town of san pedro miguel el prado a a town in the interior of a county of
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231031.png,"satellite image of sarajevo city, argentina, and surrounding countryside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231105.png,a satellite image of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231120.png,as seen from the air
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231205.png,a satellite image of a town with a house in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231208.png,"a satellite image of a city in the southeastern part of egypt, courtesy of satosa satosa satosa satosa satosa satosa satosa satosa satosa satosa satosa satosa sa"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231210.png,a satellite image shows a rural village in the middle of a green field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_103_20231220.png,a satellite image shows a green field and small hillside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210228.png,the image is an example of a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210407.png,safafafa - satellite image from safafafa satellite imagery safafafa satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210419.png,a satellite image of the area of a town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210517.png,satellite image from spacecraft b satellite image from spacecraft c satellite image from spacecraft b satellite image from spacecraft c satellite image from spacecraft c satellite image from spacecraft c satellite image from spacecraft c satellite image from spacecraft c satellite image from spacecraft c satellite image from spacecraft c satellite image from spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210527.png,a satellite image of the city of oklahoma city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210623.png,an image of a rural area showing a farm and a house with trees in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20210701.png,a satellite image of a farm and a farmland in a valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211006.png,satellite images of the texas panhandle of central texas and a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211011.png,satellite image of southeastern part of the state of california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211014.png,"a satellite image shows a view of the san terres city, in a region of venezuela"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211016.png,satellite image of sarana - image from google satellite image search
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211029.png,an aerial image of a city that can be seen from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211031.png,satellite view of a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211105.png,satellite image of a satellite image of a satellite image of a satellite image of a satellite image of a satellite image of a satellite image of earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211108.png,satellite image of a village in a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211110.png,"image from the spacecraft, cso"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211115.png,a satellite image of a city from a spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211118.png,"it shows a small town, a city, and a farmland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20211125.png,a view of the countryside looking down on a city in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220211.png,satellite image of a country side of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220213.png,satellite image of a village in guatemala enlargement
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220221.png,"a satellite image of a farm, field and house in a satellite image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220310.png,satellite image from csna satellite image of the kanesville area a
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220318.png,satellite image of a city and a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220320.png,"a satellite image shows a city with trees, trees, and a city center"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220323.png,satellite images from the csi dsc satellite imager of the utah high plains
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220330.png,satellite image of rural farmland near a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220407.png,a satellite image shows the countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220424.png,it is taken by satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220427.png,the satellite image shows a large area of desert and mountains with brown fields and green trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220502.png,"a satellite image shows crops, fields, and the surrounding countryside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220514.png,"image of a small farm with large trees, hayfields, and a hillside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220519.png,a satellite image of a farm surrounded by acres of corn
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220601.png,a satellite image of a small town in the state of texas showing the landscape of the small town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20220606.png,it shows the area from above looking down on the fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221016.png,a satellite image of a city shows a city and the surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221024.png,a satellite image of the earth's surface showing the surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221026.png,a satellite image of a city with a large population is visible
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221029.png,a satellite image shows a field with a large crop of hay and grain
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221123.png,a satellite image of a desert with vegetation
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221130.png,satellite view of a village in the countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20221218.png,satellite image of a small town in the western part of the united states
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20230122.png,a satellite image of the earth's surface showing the earth's surface
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20230226.png,"a satellite image of a city, texas, with a large building in the background"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20230305.png,"aerial view of the town of ccuta, chile"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20230310.png,the image shows a grassy area and a city with several large buildings on it
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20230412.png,a swath of land with a small village and a field in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20230417.png,a satellite image of a village in the middle of a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231004.png,a satellite image of the farmland is shown on the right side of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231006.png,a satellite image of the scottsdale neighborhood in the county of kansas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231011.png,"satellite images from the sats satellite, and earth satellite images from the sats satellite,"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231019.png,satellite image of a field of crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231024.png,satellite image of a city street surrounded by green fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231026.png,swath of earth from the sky
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231029.png,"a satellite image of a rural area, showing several houses and the countryside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231031.png,a satellite image of an area of land that contains a large city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231105.png,"it shows a city, town and farmland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231120.png,satellite view of california and utah
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231205.png,a satellite image shows a rural area with a few farms and a small village
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231208.png,satellite image of the island of guatemala
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231210.png,satellite image of a city and surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_104_20231220.png,a satellite image of a town is visible in the middle of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210228.png,satellite image of a field near a town viewed from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210407.png,it's an aerial view of the sky and the earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210419.png,a satellite image of a farmland scene
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210517.png,it shows land along with the surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210527.png,"satellite satellite image of a village in cairo, egypt, with a view to the east"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210623.png,"same image of a savannah, neb, usa, showing grassland and farmland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20210701.png,a satellite image of a southeastern texas field in the state of texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20211006.png,"the satellite view was taken from a satellite and the terrain was on the ground, so the image looks like a satellite image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20211011.png,a satellite image of a farm field with crops and pastures
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20211014.png,satellite image of land with a lake in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20211016.png,a satellite image of a farm and a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_105_20211029.png,a satellite image shows an expanse of land in a rural area with a large farm and several crops and a field with a tree
